State,Area_Name,PCTPOVALL_2015,PCTPOV017_2015,MEDHHINC_2015
TX,Williamson County,6.6,8.7,78531
TX,Wilson County,9.4,13.2,68805
TX,Winkler County,13.3,18.5,55331
TX,Wise County,12.1,17.4,58367
TX,Wood County,16.6,27.7,45753
TX,Yoakum County,11.1,14.8,59752
TX,Young County,15,22,49079
TX,Zapata County,30.9,45.2,35754
TX,Zavala County,32,42.2,27711
UT,Utah,11.2,12.8,62961
UT,Beaver County,11.2,14.8,50492
UT,Box Elder County,8.4,11.7,58380
UT,Cache County,16,16,51951
UT,Carbon County,16.3,20.6,47894
UT,Daggett County,8,12.2,57368
UT,Davis County,6.9,8.3,72268
UT,Duchesne County,11,12,63149
UT,Emery County,10.4,14.4,54086
UT,Garfield County,11.2,18,45509
UT,Grand County,13,21.5,44858
UT,Iron County,18.3,22.4,45118
UT,Juab County,10.5,14.2,55201
UT,Kane County,11.3,17,47530
UT,Millard County,13.1,19.2,52206
UT,Morgan County,4.8,5.3,81358
UT,Piute County,17.3,31.1,39507
UT,Rich County,9.1,11.1,58645
UT,Salt Lake County,10.8,12.8,65549
UT,San Juan County,28.5,31.9,39305
UT,Sanpete County,17.2,19.1,46929
UT,Sevier County,14,18.8,48711
UT,Summit County,6.2,8.1,93235
UT,Tooele County,7.2,9.3,67938
UT,Uintah County,9.9,11.4,67561
UT,Utah County,12.5,11.6,65425
UT,Wasatch County,6.9,9.2,75112
UT,Washington County,13.2,18.5,54398
UT,Wayne County,15,25.6,41596
UT,Weber County,12.4,15.6,58786
VT,Vermont,10.4,13.7,56883
VT,Addison County,8.9,10.9,58408
VT,Bennington County,11.8,17.8,50506
VT,Caledonia County,11.5,17.8,46403
VT,Chittenden County,10.4,10.2,67112
VT,Essex County,14.3,22.8,41764
VT,Franklin County,8.1,13,59280
VT,Grand Isle County,8.3,13.2,68342
VT,Lamoille County,10.2,13.7,54076
VT,Orange County,9.8,14.8,54552
VT,Orleans County,13.3,20,42884
VT,Rutland County,11.4,17,51164
VT,Washington County,9.3,11.1,56333
VT,Windham County,13.2,18.1,49298
VT,Windsor County,9.1,12.6,53984
VA,Virginia,11.2,15,66263
VA,Accomack County,20.4,31,38690
VA,Albemarle County,9.5,9.6,71293
VA,Alleghany County,18.2,24,45210
VA,Amelia County,11.1,17,53078
VA,Amherst County,15,20.6,48646
VA,Appomattox County,14.2,20.9,49461
VA,Arlington County,7.1,8.8,104354
VA,Augusta County,9.3,12.9,56867
VA,Bath County,10.3,14.6,44401
VA,Bedford County,9.1,12.8,54153
VA,Bland County,13.6,17.8,44727
VA,Botetourt County,7.4,9.3,62591
VA,Brunswick County,22.1,29.2,39748
VA,Buchanan County,28.8,33.6,32433
VA,Buckingham County,20.2,27.5,43774
VA,Campbell County,11.7,16.3,46938
VA,Caroline County,12,17.2,54696
VA,Carroll County,15,24.3,42790
VA,Charles City County,11.6,19.5,51645
VA,Charlotte County,19.2,28.4,37819
VA,Chesterfield County,6.9,9.5,75107
VA,Clarke County,8.4,10.4,71789
VA,Craig County,11.9,21.7,47832
VA,Culpeper County,10.2,14.9,63728
VA,Cumberland County,19.6,30.8,40958
VA,Dickenson County,25,33,32620
VA,Dinwiddie County,12.4,17.5,52694
VA,Essex County,15.5,26.7,47427
VA,Fairfax County,6.2,7.5,112844
VA,Fauquier County,6.8,8.3,89610
VA,Floyd County,11.9,18.2,48448
VA,Fluvanna County,7.8,10.4,65899
VA,Franklin County,13.1,19.1,49117
VA,Frederick County,7.7,10.7,69991
VA,Giles County,10.6,17.6,46727
VA,Gloucester County,9.3,14.7,63742
VA,Goochland County,7.4,9.8,86257
VA,Grayson County,20.1,29.4,37684
VA,Greene County,9.3,13.9,60406
VA,Greensville County,27.9,28.7,40252
VA,Halifax County,16.9,25.6,40432
VA,Hanover County,6.2,7.1,81900
VA,Henrico County,9.3,13,65524
VA,Henry County,19.6,30.5,36695
VA,Highland County,13.8,24.2,42363
VA,Isle of Wight County,9.9,13.1,67480
VA,James City County,7.1,10.2,77668
VA,King and Queen County,14,20.5,47513
VA,King George County,7.1,9.6,81128
VA,King William County,7.9,12.2,64651
VA,Lancaster County,13.1,26.2,47098
VA,Lee County,25.9,36.3,32135
VA,Loudoun County,3.7,4,125900
VA,Louisa County,10.6,16.7,57015
VA,Lunenburg County,21.1,29,38941
VA,Madison County,10.4,18.2,53655
VA,Mathews County,10.2,17.9,56119
VA,Mecklenburg County,20.4,27.5,33650
VA,Middlesex County,12.8,25.1,52407
VA,Montgomery County,20.8,15.2,51157
VA,Nelson County,13.9,23.2,49621
VA,New Kent County,6.7,10.2,79322
VA,Northampton County,20.5,33.7,37515
VA,Northumberland County,13.7,29,52075
VA,Nottoway County,23.7,28.7,39544
VA,Orange County,10.4,15.2,59482
VA,Page County,15,23.2,43313
VA,Patrick County,17,25.5,37360
VA,Pittsylvania County,17.1,25.6,42390
VA,Powhatan County,6.4,8.5,77761
VA,Prince Edward County,22.3,29.1,41088
VA,Prince George County,9.9,12.3,63320
VA,Prince William County,6.7,9,99206
VA,Pulaski County,15,22.1,48218
VA,Rappahannock County,9.8,15.6,62729
VA,Richmond County,17.7,23,43888
VA,Roanoke County,7.3,9.4,63372
VA,Rockbridge County,12.8,18.6,47561
VA,Rockingham County,11,14,52953
VA,Russell County,21.2,28.2,38386
VA,Scott County,19.2,24.5,37567
VA,Shenandoah County,11.5,17.7,54281
VA,Smyth County,18.1,27.6,38933
VA,Southampton County,15.2,20.9,48119
VA,Spotsylvania County,7.7,10.9,76181
VA,Stafford County,5.4,7.1,95666
VA,Surry County,13,20,51331
VA,Sussex County,22.1,29,39900
VA,Tazewell County,17.2,24.1,40476
VA,Warren County,10.8,15.1,58047
VA,Washington County,16.3,22.7,45864
VA,Westmoreland County,14.1,28.9,47581
VA,Wise County,22.7,30.9,36076
VA,Wythe County,14.4,21.3,42883
VA,York County,5.3,6.8,83007
VA,Alexandria city,9.1,14.5,89177
VA,Bristol city,19.3,33.4,38745
VA,Buena Vista city,17.3,24.6,38962
VA,Charlottesville city,20.7,22.6,54876
VA,Chesapeake city,9.7,13.9,67296
VA,Colonial Heights city,10.6,16.7,45283
VA,Covington city,18.3,28.6,35374
VA,Danville city,23.5,39.4,32369
VA,Emporia city,22.5,38.3,33904
VA,Fairfax city,7.3,7.8,99671
VA,Falls Church city,3.4,3.3,122092
VA,Franklin city,19.4,35.2,36004
VA,Fredericksburg city,15.9,22.8,50710
VA,Galax city,24.2,36.5,32829
VA,Hampton city,15.2,23.5,50191
VA,Harrisonburg city,30.9,23.7,39967
VA,Hopewell city,20.6,33.7,37193
VA,Lexington city,22.9,13.4,44392
VA,Lynchburg city,23.1,28.4,39939
VA,Manassas city,9.6,15.4,72562
VA,Manassas Park city,7.7,12.7,75429
VA,Martinsville city,23.7,37.1,32541
VA,Newport News city,16.8,25.7,48127
VA,Norfolk city,21.5,29.6,45094
VA,Norton city,23.7,37.5,31287
VA,Petersburg city,28.4,43,31645
VA,Poquoson city,5.4,6.6,86135
VA,Portsmouth city,18.6,30.5,46308
VA,Radford city,32.8,21.5,35259
VA,Richmond city,24.4,36.3,40161
VA,Roanoke city,21.3,32.9,39587
VA,Salem city,10.2,13.8,47600
VA,Staunton city,15.2,23,43401
VA,Suffolk city,13.1,18,61171
VA,Virginia Beach city,8.2,12.4,67032
VA,Waynesboro city,16,26.2,43500
VA,Williamsburg city,22,25.1,47971
VA,Winchester city,17.8,25.6,47679
WA,Washington,12.2,15.7,64080
WA,Adams County,16.5,21.5,48127
WA,Asotin County,15.7,24.4,46573
WA,Benton County,14.2,19.7,62698
WA,Chelan County,12.7,18.3,53604
WA,Clallam County,15.6,24.2,46708
WA,Clark County,10.6,14.5,64282
WA,Columbia County,15.2,25.2,40209
WA,Cowlitz County,15.7,22.8,50502
WA,Douglas County,13.5,21,51400
WA,Ferry County,20.4,30.5,40747
WA,Franklin County,15.6,21.3,58246
WA,Garfield County,15.2,22.4,47087
WA,Grant County,16.1,20.6,50573
WA,Grays Harbor County,16,24.9,44345
WA,Island County,8.4,12.7,60567
WA,Jefferson County,11.9,23.3,53421
WA,King County,9.8,10.6,81816
WA,Kitsap County,9.9,11.8,65814
WA,Kittitas County,20,16.3,47378
WA,Klickitat County,17.2,23.6,50043
WA,Lewis County,15.3,22,47619
WA,Lincoln County,14,18.6,49774
WA,Mason County,16.9,27,54175
WA,Okanogan County,20.5,28.2,41844
WA,Pacific County,18.8,25.8,41088
WA,Pend Oreille County,19.6,31,41526
WA,Pierce County,12.4,16.7,60168
WA,San Juan County,11.5,18.5,59859
WA,Skagit County,14.9,20.4,56891
WA,Skamania County,14.5,20.5,53733
WA,Snohomish County,9.3,11.5,76053
WA,Spokane County,15.5,19.6,48676
WA,Stevens County,19.7,27.2,42845
WA,Thurston County,12.2,15,62299
WA,Wahkiakum County,12.6,25,50402
WA,Walla Walla County,16.5,20.9,50120
WA,Whatcom County,14.4,14.5,55073
WA,Whitman County,20.8,14.4,43817
WA,Yakima County,19.1,27.4,46891
WV,West Virginia,18,24.7,41969
WV,Barbour County,20.1,28.2,37330
WV,Berkeley County,12.5,18.5,54217
WV,Boone County,23.4,30.6,37971
WV,Braxton County,23.7,33.3,35892
WV,Brooke County,14.9,20.3,45272
WV,Cabell County,20.2,26.5,39044
WV,Calhoun County,20,30,36403
WV,Clay County,27.7,37.4,30369
WV,Doddridge County,18.1,25.8,41115
WV,Fayette County,19.9,28.9,36235
WV,Gilmer County,25.8,26.3,36392
WV,Grant County,15.9,24.4,38370
WV,Greenbrier County,19,27.1,38209
WV,Hampshire County,18.6,27.9,40293
WV,Hancock County,13.7,21.5,42009
WV,Hardy County,14.4,23.9,41344
WV,Harrison County,16,21.9,46979
WV,Jackson County,15.4,22.8,44675
WV,Jefferson County,10.6,13.8,67821
WV,Kanawha County,16.5,24.8,44849
WV,Lewis County,20.6,27.5,39601
WV,Lincoln County,28.3,36.6,35249
WV,Logan County,22.4,29.9,35615
WV,McDowell County,34.5,46.8,26413
WV,Marion County,16,22.1,43654
WV,Marshall County,12.6,20.6,48109
WV,Mason County,22.3,30.2,35717
WV,Mercer County,21.1,29.9,35342
WV,Mineral County,15.4,21.5,43159
WV,Mingo County,29,38.7,31742
WV,Monongalia County,19.6,15.5,46718
WV,Monroe County,18.5,24.7,34974
WV,Morgan County,14.1,22,45628
WV,Nicholas County,18.5,27,38912
WV,Ohio County,14,19.5,46315
WV,Pendleton County,16.4,25.7,40257
WV,Pleasants County,15.4,19.8,48308
WV,Pocahontas County,18.9,30.1,36822
WV,Preston County,17,23.2,43804
WV,Putnam County,10.4,13,58933
WV,Raleigh County,19.9,27.9,38564
WV,Randolph County,19.8,28.4,37185
WV,Ritchie County,18.5,25.6,39501
WV,Roane County,21.1,30.1,36176
WV,Summers County,26.4,35.9,35676
WV,Taylor County,16.2,22.8,43652
WV,Tucker County,17.1,24.1,38000
WV,Tyler County,16.3,23.3,42696
WV,Upshur County,17.3,26.1,40766
WV,Wayne County,22.5,31.1,35537
WV,Webster County,29.6,41,30673
WV,Wetzel County,20,29.1,41833
WV,Wirt County,17.9,27,42309
WV,Wood County,17.3,25.3,41133
WV,Wyoming County,22.5,31.6,35020
WI,Wisconsin,12.1,16.5,55623
WI,Adams County,17.4,29.3,42844
WI,Ashland County,17.2,25.1,40163
WI,Barron County,10.5,17,51056
WI,Bayfield County,11.1,20.7,50080
WI,Brown County,11.1,14.4,56003
WI,Buffalo County,10.2,13.5,53892
WI,Burnett County,13.1,22.3,44858
WI,Calumet County,6.2,7.6,71298
WI,Chippewa County,10.8,15.3,53209
WI,Clark County,13.9,21,50187
WI,Columbia County,8.9,12.6,60837
WI,Crawford County,14.5,20.6,44895
WI,Dane County,11.2,10.4,65416
WI,Dodge County,8.7,11.7,56514
WI,Door County,8.5,14.5,55047
WI,Douglas County,14.8,20.1,48715
WI,Dunn County,13.5,16.2,53082
WI,Eau Claire County,13.6,15.7,51937
WI,Florence County,12.2,20.2,46193
WI,Fond du Lac County,9.4,12.3,58049
WI,Forest County,14.5,22.3,44098
WI,Grant County,14,16.7,51008
WI,Green County,7.5,10.7,59155
WI,Green Lake County,12.2,19.9,49493
WI,Iowa County,9.5,12.3,58092
WI,Iron County,13,20.5,42328
WI,Jackson County,12.4,19.6,50653
WI,Jefferson County,9.2,12.4,61622
WI,Juneau County,14.5,21.2,46051
WI,Kenosha County,12.7,18.9,56414
WI,Kewaunee County,8.2,10.3,60572
WI,La Crosse County,14.4,12.4,51428
WI,Lafayette County,10.5,16.9,56428
WI,Langlade County,14.4,22.8,44635
WI,Lincoln County,9.8,14.7,51406
WI,Manitowoc County,10.7,15.1,51951
WI,Marathon County,9.5,13.5,56347
WI,Marinette County,12.7,18.6,48545
WI,Marquette County,12,19.6,48508
WI,Menominee County,35.2,50.9,33410
WI,Milwaukee County,20.3,29.5,45905
WI,Monroe County,12.8,19.6,52975
WI,Oconto County,9.7,13.9,53243
WI,Oneida County,9.5,16.2,50297
WI,Outagamie County,9,12,60649
WI,Ozaukee County,5.2,5.2,80135
WI,Pepin County,10.1,16.9,50094
WI,Pierce County,9.8,9.2,63735
WI,Polk County,10.1,14.2,54946
WI,Portage County,12.2,12.1,57010
WI,Price County,13,18.2,44932
WI,Racine County,12.4,18.4,57367
WI,Richland County,14.2,21.8,46998
WI,Rock County,13.9,20.1,54107
WI,Rusk County,14,23.2,42289
WI,St. Croix County,5.7,6.9,74624
WI,Sauk County,11.7,16.8,52025
WI,Sawyer County,15.5,27.8,44556
WI,Shawano County,11.6,18.8,50948
WI,Sheboygan County,9,11.8,58190
WI,Taylor County,12.4,19.5,48951
WI,Trempealeau County,9.4,13.5,53695
WI,Vernon County,14.8,26.4,49217
WI,Vilas County,13.4,22.8,42993
WI,Walworth County,12.4,14.7,58554
WI,Washburn County,13.5,22.7,45043
WI,Washington County,5.3,6.4,70778
WI,Waukesha County,4.7,5.1,78689
WI,Waupaca County,10.7,14.4,54849
WI,Waushara County,11.8,20.2,49912
WI,Winnebago County,11.3,13.3,52725
WI,Wood County,11.3,16.1,51025
WY,Wyoming,10.6,13,61213
WY,Albany County,20.1,15.9,44455
WY,Big Horn County,12.1,13.9,50056
WY,Campbell County,7.5,8.9,83042
WY,Carbon County,11.4,13.7,60209
WY,Converse County,8.5,11.3,70307
WY,Crook County,7.7,10.7,64851
WY,Fremont County,12.9,18.2,52408
WY,Goshen County,15.1,19.3,48146
WY,Hot Springs County,11.9,16.3,46021
WY,Johnson County,8.2,10.6,56845
WY,Laramie County,10.6,13.6,59147
WY,Lincoln County,8.8,10.6,62364
WY,Natrona County,11,14.2,56703
WY,Niobrara County,13.3,19,46693
WY,Park County,9.6,13.8,55527
WY,Platte County,11.7,17.4,51863
WY,Sheridan County,9.5,13.2,57122
WY,Sublette County,6.1,7.1,77581
WY,Sweetwater County,8.5,10.2,71867
WY,Teton County,6.6,7.6,83290
WY,Uinta County,9.8,11.9,62968
WY,Washakie County,11.2,15.7,56088
WY,Weston County,9.8,13.1,60986
